HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
NA,NA,NA,NA,,,Hanan Home,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303825-Reviews-Hanan_Home-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Blue Fingers Rivergate,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d20975795-Reviews-Blue_Fingers_Rivergate-Ho_Chi_Minh_City.html
"Landmark Plus Building, Vinhomes Central Park, 208 Nguyen Huu Canh Street, Ward 22, Ho Chi Minh City Vietnam",7,59,NA,,,Bland Landmark Plus Luxury Residence,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Bland Landmark Plus Luxury Residence?, ,What are some restaurants close to Bland Landmark Plus Luxury Residence?, ",NA,NA,NA,NA,NA,35,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303857-Reviews-Bland_Landmark_Plus_Luxury_Residence-Ho_Chi_Minh_City.html
"Chung cu 36 Le Loi, Ho Chi Minh City Vietnam",NA,NA,NA,"English, Vietnamese",,Hostel Tu Anh,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Hostel Tu Anh?, ,What are some of the property amenities at Hostel Tu Anh?, ,Which room amenities are available at Hostel Tu Anh?, ,What food & drink options are available at Hostel Tu Anh?, ,What are some restaurants close to Hostel Tu Anh?, ,Which languages are spoken by the staff at Hostel Tu Anh?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d12353782-Reviews-Hostel_Tu_Anh-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Ngan May Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d22178224-Reviews-Ngan_May_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Zeta Home,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23155505-Reviews-Zeta_Home-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,The Phans in Binh Thanh Apartment,$31,$25,"$25, - ,$31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21046638-Reviews-The_Phans_in_Binh_Thanh_Apartment-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Ocean Melody Luxury Apartments,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303761-Reviews-Ocean_Melody_Luxury_Apartments-Ho_Chi_Minh_City.html
"175 Dien Bien Phu, Ho Chi Minh City Vietnam",18,93,NA,"English, Vietnamese",,Duyen Sai Gon Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Duyen Sai Gon Hotel?, ,What are some of the property amenities at Duyen Sai Gon Hotel?, ,Is parking available at Duyen Sai Gon Hotel?, ,What are some restaurants close to Duyen Sai Gon Hotel?, ,Does Duyen Sai Gon Hotel have airport transportation?, ,Which languages are spoken by the staff at Duyen Sai Gon Hotel?, ",NA,NA,NA,NA,10,191,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d12508024-Reviews-Duyen_Sai_Gon_Hotel-Ho_Chi_Minh_City.html
"132/79 Nguyen Huu Canh, Ho Chi Minh City Vietnam",8,58,NA,,,Ohomeaparment,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Ohomeaparment?, ,What are some restaurants close to Ohomeaparment?, ",NA,NA,NA,NA,NA,30,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303720-Reviews-Ohomeaparment-Ho_Chi_Minh_City.html
"137/111 Tran Dinh Xu Quan 1, Ho Chi Minh City 70000 Vietnam",13,81,NA,,,Cactusland Villa Near Bui Vien Street,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Cactusland Villa Near Bui Vien Street?, ,What are some restaurants close to Cactusland Villa Near Bui Vien Street?, ",NA,NA,NA,NA,NA,67,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303668-Reviews-Cactusland_Villa_Near_Bui_Vien_Street-Ho_Chi_Minh_City.html
"20, 5th Street, Ho Chi Minh City Vietnam",NA,NA,NA,,,Helen 6 Hotel,$19,$11,"$11, - ,$19","Which popular attractions are close to Helen 6 Hotel?, ,What are some restaurants close to Helen 6 Hotel?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23206810-Reviews-Helen_6_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Luxury Vinhomes Apartment - The Art White House,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303660-Reviews-Luxury_Vinhomes_Apartment_The_Art_White_House-Ho_Chi_Minh_City.html
"176 Cong Lo street, Ward 15, Tan Binh District, Ho Chi Minh City Vietnam",NA,NA,NA,,,RedDoorz Minh Thu Tan Binh,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to RedDoorz Minh Thu Tan Binh?, ,What are some restaurants close to RedDoorz Minh Thu Tan Binh?, ,Is RedDoorz Minh Thu Tan Binh located near the city center?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23463881-Reviews-RedDoorz_Minh_Thu_Tan_Binh-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,BIN HOM,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21509236-Reviews-BIN_HOM-Ho_Chi_Minh_City.html
"R4-54-55 Hung Gia 2, Phu_ng Tan Phong, Qu_n 7, Ho Chi Minh City 72900 Vietnam",2,61,NA,,,Cozi 5 Hotel & Apartment,24,Vietnam,"Vietnam,Ho Chi Minh City,24","Which popular attractions are close to Cozi 5 Hotel & Apartment?, ,What are some restaurants close to Cozi 5 Hotel & Apartment?, ",NA,1,"#306 of 1,891 Specialty lodging in Ho Chi Minh City",50,NA,51,Excellent,24,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23463969-Reviews-Cozi_5_Hotel_Apartment-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Theadora Centre Apartment,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303441-Reviews-Theadora_Centre_Apartment-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Eden Apartment Phu My Hung,$46,$33,"$33, - ,$46",NA,NA,NA,NA,NA,20,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d20377522-Reviews-Eden_Apartment_Phu_My_Hung-Ho_Chi_Minh_City.html
"19 Hoang Sa street, Da Kao ward, Ho Chi Minh City 700000 Vietnam",12,85,NA,,,Bare Boutique Stays,$42,$25,"$25, - ,$42","Which popular attractions are close to Bare Boutique Stays?, ,What are some restaurants close to Bare Boutique Stays?, ",NA,NA,NA,NA,20,68,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23000919-Reviews-Bare_Boutique_Stays-Ho_Chi_Minh_City.html
"31, Street 1/4, An Phu Ward, District 2, Ho Chi Minh City Vietnam",1,48,NA,"English, French, Vietnamese",,The Aura Bed & Breakfast,4,Vietnam,"Vietnam,Ho Chi Minh City,4","Which popular attractions are close to The Aura Bed & Breakfast?, ,What are some of the property amenities at The Aura Bed & Breakfast?, ,Which room amenities are available at The Aura Bed & Breakfast?, ,What food & drink options are available at The Aura Bed & Breakfast?, ,What are some restaurants close to The Aura Bed & Breakfast?, ,Which languages are spoken by the staff at The Aura Bed & Breakfast?, ",NA,NA,NA,NA,NA,16,NA,4,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d11890522-Reviews-The_Aura_Bed_Breakfast-Ho_Chi_Minh_City.html
"29 Nguyen Van Troi St, Ho Chi Minh City 70000 Vietnam",6,77,NA,,,Green City Hotel,257,Vietnam,"Vietnam,Ho Chi Minh City,257","Which popular attractions are close to Green City Hotel?, ,What are some restaurants close to Green City Hotel?, ",NA,NA,NA,NA,NA,32,NA,257,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d1225598-Reviews-Green_City_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Star Glory Sunrise City,$110,$81,"$81, - ,$110",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23599308-Reviews-Star_Glory_Sunrise_City-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Cozy House,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d20153200-Reviews-Cozy_House-Ho_Chi_Minh_City.html
"28 Tran Thien Chanh, Ho Chi Minh City 700000 Vietnam",1,68,NA,,,Duc Thien Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Duc Thien Hotel?, ,What are some restaurants close to Duc Thien Hotel?, ",NA,NA,NA,NA,NA,28,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21406168-Reviews-Duc_Thien_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Savanna Hostel,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23360772-Reviews-Savanna_Hostel-Ho_Chi_Minh_City.html
"111B Ly Chinh Thang Ward 7, District 3, Ho Chi Minh City 700000 Vietnam",4,90,NA,,,Gia Huyen Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Gia Huyen Hotel?, ,What are some restaurants close to Gia Huyen Hotel?, ",NA,NA,NA,NA,NA,73,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d16725383-Reviews-Gia_Huyen_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Diamond Rainbow Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d23206322-Reviews-Diamond_Rainbow_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Five Star & Stay At Vinhomes Central Park,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303236-Reviews-Five_Star_Stay_At_Vinhomes_Central_Park-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Enjoy Hotel 7,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21439257-Reviews-Enjoy_Hotel_7-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Bayhomes River Gate Serviced Apartment,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21405469-Reviews-Bayhomes_River_Gate_Serviced_Apartment-Ho_Chi_Minh_City.html
"38/16 Nguyen Van Troi, Phuong 15, Quan Phu Nhuan, Ho Chi Minh City 70000 Vietnam",5,75,NA,,,Cactusland Premium Residences,$97,$77,"$77, - ,$97","Which popular attractions are close to Cactusland Premium Residences?, ,What are some restaurants close to Cactusland Premium Residences?, ",NA,NA,NA,NA,NA,41,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303135-Reviews-Cactusland_Premium_Residences-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Kan Apartment Landmark 6 Vinhomes Tan Cang,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21337024-Reviews-Kan_Apartment_Landmark_6_Vinhomes_Tan_Cang-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Scenic Valley Phu My Hung 7 Dist,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21405470-Reviews-Scenic_Valley_Phu_My_Hung_7_Dist-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,The Basic Apartment-Vinhomes Central Park,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21354550-Reviews-The_Basic_Apartment_Vinhomes_Central_Park-Ho_Chi_Minh_City.html
"305 303, Phan Xich Long, Ward 7, Phu Nhuan District, Ho Chi Minh City 70000 Vietnam",2,79,NA,,,Minh Duc Hotel,10,Vietnam,"Vietnam,Ho Chi Minh City,10","Which popular attractions are close to Minh Duc Hotel?, ,What are some restaurants close to Minh Duc Hotel?, ",NA,NA,NA,NA,NA,63,NA,10,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d10243627-Reviews-Minh_Duc_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,JT MIA - Thao Dien Cozy and Spacious Place,$40,$29,"$29, - ,$40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21405366-Reviews-JT_MIA_Thao_Dien_Cozy_and_Spacious_Place-Ho_Chi_Minh_City.html
"1/16 Street 06 Ward 05, Go Vap, Ho Chi Minh City Vietnam",NA,NA,NA,,,Tran Long 2 Hotel,$17,$11,"$11, - ,$17","Which popular attractions are close to Tran Long 2 Hotel?, ,What are some restaurants close to Tran Long 2 Hotel?, ",NA,NA,NA,NA,20,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d15130150-Reviews-Tran_Long_2_Hotel-Ho_Chi_Minh_City.html
"132 Ben Van Don Phuong 6, Quan 4, Ho Chi Minh City 700000 Vietnam",13,87,NA,,,Saigon Fairy Land,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Saigon Fairy Land?, ,What are some restaurants close to Saigon Fairy Land?, ",NA,NA,NA,NA,NA,69,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21251138-Reviews-Saigon_Fairy_Land-Ho_Chi_Minh_City.html
"57-59, Street No.6, Trung Son Residence, Ho Chi Minh City Vietnam",NA,NA,NA,,,RedDoorz Plus At Trung Son Residence,39,Vietnam,"Vietnam,Ho Chi Minh City,39","Which popular attractions are close to RedDoorz Plus At Trung Son Residence?, ,What are some restaurants close to RedDoorz Plus At Trung Son Residence?, ",NA,NA,NA,NA,20,NA,NA,39,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d19450757-Reviews-RedDoorz_Plus_At_Trung_Son_Residence-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Indo Apartment 2,$57,$51,"$51, - ,$57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21392473-Reviews-Indo_Apartment_2-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,RedDoorz Plus Near Tao Dan Park,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d20993687-Reviews-RedDoorz_Plus_Near_Tao_Dan_Park-Ho_Chi_Minh_City.html
"177/7 Ly Tu Trong District 1, Ho Chi Minh City Vietnam",100,100,NA,"English, Vietnamese",,Anna - Rooms for Rent,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Anna - Rooms for Rent?, ,What are some of the property amenities at Anna - Rooms for Rent?, ,Which room amenities are available at Anna - Rooms for Rent?, ,What are some restaurants close to Anna - Rooms for Rent?, ,Which languages are spoken by the staff at Anna - Rooms for Rent?, ",NA,NA,NA,NA,NA,549,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d13432514-Reviews-Anna_Rooms_for_Rent-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,"Home, Cosy & Luxury Apartment",NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21353775-Reviews-Home_Cosy_Luxury_Apartment-Ho_Chi_Minh_City.html
"297 Huynh Van Banh, Ho Chi Minh City Vietnam",13,71,NA,,,Ami House Near Airport and City Central,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Ami House Near Airport and City Central?, ,What are some restaurants close to Ami House Near Airport and City Central?, ",NA,NA,NA,NA,NA,36,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d17650291-Reviews-Ami_House_Near_Airport_and_City_Central-Ho_Chi_Minh_City.html
"R3-22 Ly Long Tu_ng, Tan Phong, Qu_n 7, Ho Chi Minh City 700000 Vietnam",8,60,NA,,,Saki Aparthotel,15,Vietnam,"Vietnam,Ho Chi Minh City,15","Which popular attractions are close to Saki Aparthotel?, ,What are some of the property amenities at Saki Aparthotel?, ,Is parking available at Saki Aparthotel?, ,What are some restaurants close to Saki Aparthotel?, ,Does Saki Aparthotel have airport transportation?, ,Are pets allowed at Saki Aparthotel?, ,Are there any historical sites close to Saki Aparthotel?, ",NA,NA,NA,NA,NA,157,NA,15,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21353734-Reviews-Saki_Aparthotel-Ho_Chi_Minh_City.html
"6 62, Truong Cong Dinh, Ward 14, Tan Son Nhat International Airport, Ho Chi Minh City 70000 Vietnam",2,47,NA,Vietnamese,,Tan Thien Nga Hotel Saigon,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Tan Thien Nga Hotel Saigon?, ,What are some of the property amenities at Tan Thien Nga Hotel Saigon?, ,Which room amenities are available at Tan Thien Nga Hotel Saigon?, ,Is parking available at Tan Thien Nga Hotel Saigon?, ,What are some restaurants close to Tan Thien Nga Hotel Saigon?, ",NA,NA,NA,NA,NA,63,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d4107302-Reviews-Tan_Thien_Nga_Hotel_Saigon-Ho_Chi_Minh_City.html
"40 Binh Gia, Ward 13 Tan Son Nhat International Airport, Ho Chi Minh City 70000 Vietnam",NA,NA,NA,Vietnamese,,Dao Hung Hotel Saigon,16,Vietnam,"Vietnam,Ho Chi Minh City,16","Which popular attractions are close to Dao Hung Hotel Saigon?, ,What are some of the property amenities at Dao Hung Hotel Saigon?, ,Which room amenities are available at Dao Hung Hotel Saigon?, ,Is parking available at Dao Hung Hotel Saigon?, ,What are some restaurants close to Dao Hung Hotel Saigon?, ",NA,NA,NA,NA,NA,NA,NA,16,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d4107304-Reviews-Dao_Hung_Hotel_Saigon-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,OYO 1079 Lan Thai Ngoc Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21135711-Reviews-OYO_1079_Lan_Thai_Ngoc_Hotel-Ho_Chi_Minh_City.html
"4, C1 Street Ward 13, Tan Binh District, Ho Chi Minh City 70000 Vietnam",0,38,NA,"English, Korean, Vietnamese",,Sharon Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","What are some of the property amenities at Sharon Hotel?, ,Which room amenities are available at Sharon Hotel?, ,What are some restaurants close to Sharon Hotel?, ,Which languages are spoken by the staff at Sharon Hotel?, ",NA,NA,NA,NA,NA,54,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d11873700-Reviews-Sharon_Hotel-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Scandinavian Apartment With Balcony in Bui Vien,$88,$56,"$56, - ,$88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21302172-Reviews-Scandinavian_Apartment_With_Balcony_in_Bui_Vien-Ho_Chi_Minh_City.html
"17 Thach Thi Thanh, Ho Chi Minh City Vietnam",17,92,NA,,,Specious Studio at SG Center,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Specious Studio at SG Center?, ,What are some restaurants close to Specious Studio at SG Center?, ",NA,NA,NA,NA,NA,146,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d17650157-Reviews-Specious_Studio_at_SG_Center-Ho_Chi_Minh_City.html
"44/4 Nam Ky Khoi Nghia, Ho Chi Minh City 70000 Vietnam",70,100,NA,,,La Maison de Saigon,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to La Maison de Saigon?, ,What are some restaurants close to La Maison de Saigon?, ",NA,NA,NA,NA,NA,363,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21303013-Reviews-La_Maison_de_Saigon-Ho_Chi_Minh_City.html
"Hung Gia 3 District 7, Ho Chi Minh City 756600 Vietnam",2,65,NA,,,789 Biz Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to 789 Biz Hotel?, ,What are some restaurants close to 789 Biz Hotel?, ",NA,NA,NA,NA,NA,52,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21491573-Reviews-789_Biz_Hotel-Ho_Chi_Minh_City.html
"126D Phan Dang Luu Ward 3 Phu Nhuan District, Ho Chi Minh City Vietnam",1,63,NA,,,Amadas Apartment,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Amadas Apartment?, ,What are some restaurants close to Amadas Apartment?, ",NA,NA,NA,NA,NA,27,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d12918784-Reviews-Amadas_Apartment-Ho_Chi_Minh_City.html
"79/3 Phan Dang Luu, Ho Chi Minh City Vietnam",2,66,NA,,,Quynh Anh Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Quynh Anh Hotel?, ,What are some restaurants close to Quynh Anh Hotel?, ",NA,NA,NA,NA,NA,29,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d19656985-Reviews-Quynh_Anh_Hotel-Ho_Chi_Minh_City.html
"2 Duong Ton Duc Thang Ben Nghe Ward, District 1, Ho Chi Minh City Vietnam",22,99,NA,,,Coming Home - Golden River,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Coming Home - Golden River?, ,What are some restaurants close to Coming Home - Golden River?, ",NA,NA,NA,NA,NA,232,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21251583-Reviews-Coming_Home_Golden_River-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Sky Hotel 184,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21161063-Reviews-Sky_Hotel_184-Ho_Chi_Minh_City.html
"84 Bui Vien, Ho Chi Minh City Vietnam",80,97,NA,,,Buivienhotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Buivienhotel?, ,What are some restaurants close to Buivienhotel?, ",NA,NA,NA,NA,NA,481,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21508729-Reviews-Buivienhotel-Ho_Chi_Minh_City.html
"Bau Cat 1, Ho Chi Minh City Vietnam",3,47,NA,,,Ngoc Huy Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Ngoc Huy Hotel?, ,What are some restaurants close to Ngoc Huy Hotel?, ",NA,NA,NA,NA,NA,73,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21508669-Reviews-Ngoc_Huy_Hotel-Ho_Chi_Minh_City.html
"164/22 Vo Thi Sau, Ho Chi Minh City Vietnam",14,94,NA,,,Nguyen Anh Apartment,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Nguyen Anh Apartment?, ,What are some restaurants close to Nguyen Anh Apartment?, ",NA,NA,NA,NA,NA,116,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21302859-Reviews-Nguyen_Anh_Apartment-Ho_Chi_Minh_City.html
"20 5d, Tan Thoi Hiep, Quan 12, Ho Chi Minh City Vietnam",NA,NA,NA,,,Khach San My Van,NA,Vietnam,"Vietnam,Ho Chi Minh City","Which popular attractions are close to Khach San My Van?, ,What food & drink options are available at Khach San My Van?, ,What are some restaurants close to Khach San My Van?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d17547861-Reviews-Khach_San_My_Van-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,Salla Hotel,NA,Vietnam,"Vietnam,Ho Chi Minh City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d21047542-Reviews-Salla_Hotel-Ho_Chi_Minh_City.html
"R3-36 Hung Gia 2, Ho Chi Minh City 70000 Vietnam",0,46,NA,"English, French",,Vien Dong Hotel 4,15,Vietnam,"Vietnam,Ho Chi Minh City,15","What are some of the property amenities at Vien Dong Hotel 4?, ,Which room amenities are available at Vien Dong Hotel 4?, ,What are some restaurants close to Vien Dong Hotel 4?, ,Which languages are spoken by the staff at Vien Dong Hotel 4?, ",NA,NA,NA,NA,10,72,NA,15,NA,,NA,https://www.tripadvisor.com/Hotel_Review-g293925-d6540501-Reviews-Vien_Dong_Hotel_4-Ho_Chi_Minh_City.html
